ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
UNIS-MG,MG,Sudeste,Privada,2021,Health Sciences,Health Professions,6,2,5,6,81,9
UNIS-MG,MG,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,1,0,0,1,47,8
UNIS-MG,MG,Sudeste,Privada,2021,Physical Sciences,Materials Science,2,1,0,0,153,0
UNIS-MG,MG,Sudeste,Privada,2021,Health Sciences,Medicine,3,0,1,3,23,6
UNIS-MG,MG,Sudeste,Privada,2021,Social Sciences,Psychology,2,0,1,2,49,2
UNIS-MG,MG,Sudeste,Privada,2021,Social Sciences,Social Sciences,18,2,14,18,129,10
UNIS-MG,MG,Sudeste,Privada,2021,Health Sciences,Veterinary,2,0,1,2,17,8
UNIS-MG,MG,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,2,0,2,2,22,1
UNIS-MG,MG,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,1,1,1,1,0,0
UNIS-MG,MG,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,1,0,1,43,2
UNIS-MG,MG,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",2,1,2,2,95,3
UNIS-MG,MG,Sudeste,Privada,2022,Physical Sciences,Computer Science,1,0,1,1,9,9
UNIS-MG,MG,Sudeste,Privada,2022,Social Sciences,Decision Sciences,7,0,5,7,37,16
UNIS-MG,MG,Sudeste,Privada,2022,Physical Sciences,Engineering,4,2,1,1,108,15
UNIS-MG,MG,Sudeste,Privada,2022,Physical Sciences,Environmental Science,5,0,5,5,16,14
UNIS-MG,MG,Sudeste,Privada,2022,Health Sciences,Health Professions,1,0,1,1,21,16
UNIS-MG,MG,Sudeste,Privada,2022,Health Sciences,Medicine,3,0,3,3,42,14
UNIS-MG,MG,Sudeste,Privada,2022,Social Sciences,Psychology,2,0,1,2,56,30
UNIS-MG,MG,Sudeste,Privada,2022,Social Sciences,Social Sciences,13,2,9,13,56,11
UNIS-MG,MG,Sudeste,Privada,2022,Health Sciences,Veterinary,2,0,2,2,27,2
UNIS-MG,MG,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,3,0,3,3,16,3
UNIS-MG,MG,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,3,0,3,3,8,3
UNIS-MG,MG,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",1,1,0,1,28,0
UNIS-MG,MG,Sudeste,Privada,2023,Physical Sciences,Computer Science,4,0,3,4,24,5
UNIS-MG,MG,Sudeste,Privada,2023,Social Sciences,Decision Sciences,3,0,3,3,16,3
UNIS-MG,MG,Sudeste,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",3,0,3,3,13,9
UNIS-MG,MG,Sudeste,Privada,2023,Physical Sciences,Environmental Science,2,0,2,2,3,3
UNIS-MG,MG,Sudeste,Privada,2023,Health Sciences,Health Professions,2,0,2,2,28,16
UNIS-MG,MG,Sudeste,Privada,2023,Health Sciences,Medicine,3,0,2,3,10,5
UNIS-MG,MG,Sudeste,Privada,2023,Social Sciences,Social Sciences,14,0,13,14,57,11
UNIS-MG,MG,Sudeste,Privada,2023,Health Sciences,Veterinary,1,0,0,0,18,3
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,4,1,4,4,16,7
UNIS-MG,MG,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,0,1,52,0
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",2,0,1,2,3,3
UNIS-MG,MG,Sudeste,Privada,2024,Physical Sciences,Computer Science,3,1,2,3,40,12
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,Decision Sciences,3,1,3,3,39,6
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",4,0,3,3,30,15
UNIS-MG,MG,Sudeste,Privada,2024,Physical Sciences,Engineering,1,0,1,1,21,1
UNIS-MG,MG,Sudeste,Privada,2024,Physical Sciences,Environmental Science,2,0,2,2,4,3
UNIS-MG,MG,Sudeste,Privada,2024,Health Sciences,Health Professions,2,0,1,2,5,4
UNIS-MG,MG,Sudeste,Privada,2024,Health Sciences,Medicine,9,1,4,8,61,23
UNIS-MG,MG,Sudeste,Privada,2024,Life Sciences,Neuroscience,1,0,1,0,0,0
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,Psychology,2,0,1,2,25,23
UNIS-MG,MG,Sudeste,Privada,2024,Social Sciences,Social Sciences,23,3,17,23,105,42
UNIS-MG,MG,Sudeste,Privada,2024,Health Sciences,Veterinary,1,0,1,1,8,6
UNIS-MG,MG,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,2,0,0,1,58,14
UNIS-MG,MG,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,1,1,0,0
UNIS-MG,MG,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",2,0,1,2,50,7
UNIS-MG,MG,Sudeste,Privada,2025,Physical Sciences,Computer Science,1,0,0,1,0,0
UNIS-MG,MG,Sudeste,Privada,2025,Social Sciences,Decision Sciences,1,0,1,1,0,0
UNIS-MG,MG,Sudeste,Privada,2025,Physical Sciences,Engineering,4,2,1,1,242,6
UNIS-MG,MG,Sudeste,Privada,2025,Health Sciences,Health Professions,2,1,1,2,19,15
UNIS-MG,MG,Sudeste,Privada,2025,Life Sciences,Immunology and Microbiology,1,0,1,1,0,0
UNIS-MG,MG,Sudeste,Privada,2025,Health Sciences,Medicine,5,0,5,5,58,19
UNIS-MG,MG,Sudeste,Privada,2025,Social Sciences,Psychology,5,0,5,5,0,0
UNIS-MG,MG,Sudeste,Privada,2025,Social Sciences,Social Sciences,11,1,7,11,6,5
UNISA,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,8,1,6,7,111,29
UNISA,SP,Sudeste,Privada,2021,Social Sciences,Arts and Humanities,8,3,4,8,30,5
UNISA,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",10,0,4,8,363,23
UNISA,SP,Sudeste,Privada,2021,Social Sciences,"Business, Management and Accounting",9,0,5,9,132,10
UNISA,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,10,3,6,9,81,25
UNISA,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,6,1,5,6,51,19
UNISA,SP,Sudeste,Privada,2021,Health Sciences,Dentistry,27,8,14,24,663,53
UNISA,SP,Sudeste,Privada,2021,Physical Sciences,Energy,1,0,0,1,12,0
UNISA,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,4,2,1,3,92,5
UNISA,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,9,2,5,8,123,27
UNISA,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,24,7,12,22,392,60
UNISA,SP,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,17,3,6,15,463,60
UNISA,SP,Sudeste,Privada,2021,Health Sciences,Medicine,136,39,58,109,4357,273
UNISA,SP,Sudeste,Privada,2021,Life Sciences,Neuroscience,5,1,2,5,134,4
UNISA,SP,Sudeste,Privada,2021,Health Sciences,Nursing,4,2,2,4,145,0
UNISA,SP,Sudeste,Privada,2021,Social Sciences,Psychology,20,4,14,17,277,32
UNISA,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,62,9,38,61,601,143
UNISA,SP,Sudeste,Privada,2021,Health Sciences,Veterinary,5,2,3,4,102,9
UNISA,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,14,3,9,13,223,37
UNISA,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,9,2,6,9,33,5
UNISA,SP,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",7,2,2,7,209,4
UNISA,SP,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",4,1,3,4,88,2
UNISA,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,9,2,4,8,92,17
UNISA,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,4,1,2,4,28,5
UNISA,SP,Sudeste,Privada,2022,Health Sciences,Dentistry,14,3,9,12,324,25
UNISA,SP,Sudeste,Privada,2022,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,5,0
UNISA,SP,Sudeste,Privada,2022,Physical Sciences,Engineering,9,3,3,9,298,28
UNISA,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,10,2,6,10,103,11
UNISA,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,20,0,13,19,261,47
UNISA,SP,Sudeste,Privada,2022,Life Sciences,Immunology and Microbiology,21,4,6,17,642,59
UNISA,SP,Sudeste,Privada,2022,Health Sciences,Medicine,109,19,53,101,2461,131
UNISA,SP,Sudeste,Privada,2022,Life Sciences,Neuroscience,4,0,3,4,13,4
UNISA,SP,Sudeste,Privada,2022,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,1,0,0,54,3
UNISA,SP,Sudeste,Privada,2022,Social Sciences,Psychology,11,0,5,10,138,14
UNISA,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,48,11,35,47,252,25
UNISA,SP,Sudeste,Privada,2022,Health Sciences,Veterinary,1,0,0,1,46,0
UNISA,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,8,1,6,8,145,39
UNISA,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,11,6,4,11,70,5
UNISA,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",12,4,4,11,393,5
UNISA,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",2,0,2,2,1,0
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,11,1,4,9,219,33
UNISA,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,3,0,2,3,15,12
UNISA,SP,Sudeste,Privada,2023,Health Sciences,Dentistry,13,5,4,9,348,10
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Earth and Planetary Sciences,1,1,1,1,48,22
UNISA,SP,Sudeste,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",2,1,0,2,7,0
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,3,0,2,3,49,0
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,8,0,3,7,129,6
UNISA,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,24,3,18,23,272,40
UNISA,SP,Sudeste,Privada,2023,Life Sciences,Immunology and Microbiology,17,3,11,15,381,42
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Materials Science,2,0,1,2,56,2
UNISA,SP,Sudeste,Privada,2023,Physical Sciences,Mathematics,1,0,0,1,1,1
UNISA,SP,Sudeste,Privada,2023,Health Sciences,Medicine,138,24,74,127,2651,185
UNISA,SP,Sudeste,Privada,2023,Life Sciences,Neuroscience,1,0,0,0,66,1
UNISA,SP,Sudeste,Privada,2023,Health Sciences,Nursing,3,0,2,3,92,7
UNISA,SP,Sudeste,Privada,2023,Social Sciences,Psychology,17,1,10,16,281,15
UNISA,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,61,9,33,57,476,84
UNISA,SP,Sudeste,Privada,2023,Health Sciences,Veterinary,2,0,1,2,14,5
UNISA,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,14,8,3,12,685,53
UNISA,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,5,0,3,5,1,1
UNISA,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",18,5,10,14,367,42
UNISA,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",5,1,1,3,132,1
UNISA,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,12,2,7,10,124,15
UNISA,SP,Sudeste,Privada,2024,Social Sciences,Decision Sciences,5,1,4,4,60,4
UNISA,SP,Sudeste,Privada,2024,Health Sciences,Dentistry,19,3,6,19,441,16
UNISA,SP,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",2,1,1,2,11,0
UNISA,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,5,1,3,4,167,23
UNISA,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,9,1,4,9,88,1
UNISA,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,35,2,25,33,250,64
UNISA,SP,Sudeste,Privada,2024,Life Sciences,Immunology and Microbiology,12,3,5,10,288,45
UNISA,SP,Sudeste,Privada,2024,Physical Sciences,Materials Science,2,0,1,1,77,0
UNISA,SP,Sudeste,Privada,2024,Health Sciences,Medicine,162,20,104,148,2220,208
UNISA,SP,Sudeste,Privada,2024,Life Sciences,Neuroscience,7,2,4,7,191,17
UNISA,SP,Sudeste,Privada,2024,Health Sciences,Nursing,2,1,1,2,97,5
UNISA,SP,Sudeste,Privada,2024,Social Sciences,Psychology,13,3,8,10,180,15
UNISA,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,46,9,28,44,203,45
UNISA,SP,Sudeste,Privada,2024,Health Sciences,Veterinary,5,2,1,5,112,6
UNISA,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,10,3,2,5,261,34
UNISA,SP,Sudeste,Privada,2025,Social Sciences,Arts and Humanities,8,1,5,8,33,6
UNISA,SP,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",23,3,7,14,551,25
UNISA,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",6,3,1,5,88,1
UNISA,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,2,0,0,2,0,0
UNISA,SP,Sudeste,Privada,2025,Health Sciences,Dentistry,20,6,4,16,411,37
UNISA,SP,Sudeste,Privada,2025,Physical Sciences,Earth and Planetary Sciences,1,0,0,0,3,0
UNISA,SP,Sudeste,Privada,2025,Social Sciences,"Economics, Econometrics and Finance",1,0,0,0,30,0
UNISA,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,8,0,3,6,159,7
UNISA,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,8,3,3,6,295,27
UNISA,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,30,4,14,27,192,54
UNISA,SP,Sudeste,Privada,2025,Life Sciences,Immunology and Microbiology,11,3,2,8,347,33
UNISA,SP,Sudeste,Privada,2025,Physical Sciences,Materials Science,4,0,0,1,56,0
UNISA,SP,Sudeste,Privada,2025,Health Sciences,Medicine,158,26,48,117,2257,174
UNISA,SP,Sudeste,Privada,2025,Life Sciences,Neuroscience,3,0,2,3,106,2
UNISA,SP,Sudeste,Privada,2025,Health Sciences,Nursing,2,1,2,2,36,9
UNISA,SP,Sudeste,Privada,2025,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,1,0,0,29,4
UNISA,SP,Sudeste,Privada,2025,Social Sciences,Psychology,21,4,10,19,159,24
UNISA,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,57,8,28,54,279,30
UNISA,SP,Sudeste,Privada,2025,Health Sciences,Veterinary,3,0,0,1,49,2
UNISAGRADO,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,6,1,3,5,91,19
UNISAGRADO,SP,Sudeste,Privada,2021,Social Sciences,Arts and Humanities,5,1,4,5,6,5
UNISAGRADO,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",10,1,4,7,286,43
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Chemistry,2,0,2,2,35,20
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,1,0,1,1,1,0
UNISAGRADO,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,1,0,0,1,58,2
UNISAGRADO,SP,Sudeste,Privada,2021,Health Sciences,Dentistry,29,17,5,22,875,53
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Earth and Planetary Sciences,1,1,0,1,162,0
UNISAGRADO,SP,Sudeste,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",1,0,0,1,15,8
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,2,2,0,2,103,4
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,6,0,5,6,49,15
UNISAGRADO,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,8,5,7,8,259,41
UNISAGRADO,SP,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,1,0,1,1,37,11
UNISAGRADO,SP,Sudeste,Privada,2021,Physical Sciences,Materials Science,1,0,0,0,26,2
UNISAGRADO,SP,Sudeste,Privada,2021,Health Sciences,Medicine,26,10,15,24,807,64
UNISAGRADO,SP,Sudeste,Privada,2021,Life Sciences,Neuroscience,2,0,1,2,138,11
UNISAGRADO,SP,Sudeste,Privada,2021,Health Sciences,Nursing,1,0,0,1,43,2
UNISAGRADO,SP,Sudeste,Privada,2021,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,1,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2021,Social Sciences,Psychology,1,0,1,1,17,5
UNISAGRADO,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,22,5,19,22,99,47
UNISAGRADO,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,2,0,1,2,0,0
UNISAGRADO,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,2,0,2,2,7,6
UNISAGRADO,SP,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",6,2,1,5,148,20
UNISAGRADO,SP,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",2,1,1,2,131,1
UNISAGRADO,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,1,0,0,1,1,1
UNISAGRADO,SP,Sudeste,Privada,2022,Health Sciences,Dentistry,38,14,16,31,1140,82
UNISAGRADO,SP,Sudeste,Privada,2022,Physical Sciences,Energy,1,0,0,1,94,0
UNISAGRADO,SP,Sudeste,Privada,2022,Physical Sciences,Engineering,1,0,0,0,44,1
UNISAGRADO,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,4,1,1,4,115,25
UNISAGRADO,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,8,2,4,7,114,24
UNISAGRADO,SP,Sudeste,Privada,2022,Life Sciences,Immunology and Microbiology,2,0,0,1,139,2
UNISAGRADO,SP,Sudeste,Privada,2022,Physical Sciences,Materials Science,3,0,2,3,71,5
UNISAGRADO,SP,Sudeste,Privada,2022,Health Sciences,Medicine,36,6,20,34,1203,115
UNISAGRADO,SP,Sudeste,Privada,2022,Life Sciences,Neuroscience,4,0,3,4,84,12
UNISAGRADO,SP,Sudeste,Privada,2022,Social Sciences,Psychology,4,0,2,4,54,12
UNISAGRADO,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,17,1,13,17,126,37
UNISAGRADO,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,9,1,7,8,271,46
UNISAGRADO,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,1,0,1,1,4,4
UNISAGRADO,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",9,2,4,9,181,19
UNISAGRADO,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",1,0,0,0,0,0
UNISAGRADO,SP,Sudeste,Privada,2023,Physical Sciences,Chemistry,1,0,0,1,20,4
UNISAGRADO,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,2,0,0,2,19,2
UNISAGRADO,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,1,0,1,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2023,Health Sciences,Dentistry,25,11,6,25,995,42
UNISAGRADO,SP,Sudeste,Privada,2023,Physical Sciences,Earth and Planetary Sciences,1,0,0,1,47,6
UNISAGRADO,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,9,2,4,9,297,41
UNISAGRADO,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,3,0,1,3,94,14
UNISAGRADO,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,9,2,3,9,227,27
UNISAGRADO,SP,Sudeste,Privada,2023,Health Sciences,Medicine,22,4,6,20,692,36
UNISAGRADO,SP,Sudeste,Privada,2023,Health Sciences,Nursing,1,0,0,1,3,0
UNISAGRADO,SP,Sudeste,Privada,2023,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,1,0,1,45,1
UNISAGRADO,SP,Sudeste,Privada,2023,Social Sciences,Psychology,2,0,1,2,51,4
UNISAGRADO,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,10,0,6,10,20,3
UNISAGRADO,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,4,0,3,4,78,12
UNISAGRADO,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,3,0,2,3,32,4
UNISAGRADO,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",7,1,5,7,158,16
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Chemistry,1,0,0,1,89,6
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,2,0,1,2,16,10
UNISAGRADO,SP,Sudeste,Privada,2024,Health Sciences,Dentistry,32,16,8,31,955,67
UNISAGRADO,SP,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,1,1
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Energy,1,0,0,1,19,0
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,8,3,0,7,334,6
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,6,0,5,6,27,11
UNISAGRADO,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,12,4,8,11,227,41
UNISAGRADO,SP,Sudeste,Privada,2024,Physical Sciences,Materials Science,1,1,0,1,40,0
UNISAGRADO,SP,Sudeste,Privada,2024,Health Sciences,Medicine,27,5,11,26,715,102
UNISAGRADO,SP,Sudeste,Privada,2024,Life Sciences,Neuroscience,1,0,1,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2024,Social Sciences,Psychology,2,1,1,2,33,5
UNISAGRADO,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,15,2,9,14,145,31
UNISAGRADO,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,3,0,1,2,22,9
UNISAGRADO,SP,Sudeste,Privada,2025,Social Sciences,Arts and Humanities,1,0,1,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",15,3,2,9,512,34
UNISAGRADO,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",2,0,2,2,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Chemistry,2,0,0,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,1,0,1,1,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Social Sciences,Decision Sciences,2,1,0,2,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Health Sciences,Dentistry,50,21,5,30,1546,59
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Earth and Planetary Sciences,1,0,0,0,0,0
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,9,0,2,5,119,7
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,10,1,3,7,239,0
UNISAGRADO,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,23,7,8,17,401,31
UNISAGRADO,SP,Sudeste,Privada,2025,Life Sciences,Immunology and Microbiology,3,2,1,3,117,0
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Materials Science,10,2,0,2,211,2
UNISAGRADO,SP,Sudeste,Privada,2025,Health Sciences,Medicine,55,10,19,39,1203,64
UNISAGRADO,SP,Sudeste,Privada,2025,Life Sciences,Neuroscience,3,2,0,2,114,16
UNISAGRADO,SP,Sudeste,Privada,2025,Health Sciences,Nursing,1,1,0,1,21,13
UNISAGRADO,SP,Sudeste,Privada,2025,Physical Sciences,Physics and Astronomy,1,1,0,0,42,0
UNISAGRADO,SP,Sudeste,Privada,2025,Social Sciences,Psychology,2,0,1,2,48,0
UNISAGRADO,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,10,1,4,9,114,20
UNISAGRADO,SP,Sudeste,Privada,2025,Health Sciences,Veterinary,1,1,0,0,55,2
UNISAL,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,3,0,3,3,8,7
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,Arts and Humanities,4,0,4,4,0,0
UNISAL,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,2,2,31,0
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,"Business, Management and Accounting",1,0,1,1,2,0
UNISAL,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,2,0,2,2,3,1
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,9,0,7,9,16,10
UNISAL,SP,Sudeste,Privada,2021,Physical Sciences,Earth and Planetary Sciences,1,1,0,1,32,2
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",1,0,1,0,0,0
UNISAL,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,2,0,2,2,0,0
UNISAL,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,2,0,1,2,1,0
UNISAL,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,6,2,4,4,74,21
UNISAL,SP,Sudeste,Privada,2021,Physical Sciences,Mathematics,1,0,1,1,1,0
UNISAL,SP,Sudeste,Privada,2021,Health Sciences,Medicine,3,1,2,3,78,4
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,Psychology,2,0,2,2,0,0
UNISAL,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,43,6,37,42,81,35
UNISAL,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,1,1,1,1,0,0
UNISAL,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,2,0,1,2,0,0
UNISAL,SP,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",3,1,3,3,56,3
UNISAL,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,2,0,1,2,2,2
UNISAL,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,8,1,7,8,53,26
UNISAL,SP,Sudeste,Privada,2022,Physical Sciences,Earth and Planetary Sciences,1,1,0,0,54,0
UNISAL,SP,Sudeste,Privada,2022,Physical Sciences,Engineering,3,0,2,3,86,6
UNISAL,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,2,0,2,2,10,7
UNISAL,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,5,0,4,5,35,3
UNISAL,SP,Sudeste,Privada,2022,Physical Sciences,Materials Science,1,0,0,0,43,2
UNISAL,SP,Sudeste,Privada,2022,Health Sciences,Medicine,5,0,5,5,45,6
UNISAL,SP,Sudeste,Privada,2022,Social Sciences,Psychology,2,0,1,1,22,1
UNISAL,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,29,2,24,29,63,33
UNISAL,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,1,0,1,1,8,7
UNISAL,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,2,0,2,2,2,0
